id;species;test_date;test_time;test_order;video_box;camera;ISO;Exposure;observer;sociality_barred_id;sociality_black_id;capture_date;release_date;location;depth_feet;home_tank;tank_mate_id;home_tank_combination;SDL_cm;Distance_moved_cm;Velocity_cm.s;In_zone_Frequency;In_zone_cum_duration;In_zone_latency;Acceleration_min_cm.s2;Acceleration_max_cm.s2;vid_id;Distance_per_body_length;Velocity_body_length.s;escape_video_scored;escape_response_trial;starting_position;duration;quadrants;speed;reaction;swimming_behaviour;total.time.at.barred.stimulus;total.time.at.black.stimulus;total.time.at.rock;time.at.barred.stimulus.Trial.1;time.at.black.stimulus.Trial.1;time.at.rock.Trial.1;time.at.barred.stimulus.Trial.2;time.at.black.stimulus.Trial.2;time.at.rock.Trial.2
BD22-083;barred;26.10.2022;14:09:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-067;BD22-068;24.10.2022;NA;Solarte_B;10;3;BD22-084;barred_barred;7,21;1862,64;3,44923;1;540,049;0;-891,818;906,703;E:\test_videos\OFT\vids_cut\083_OFT.mov-cut.mov;258,3411928;0,478395284;Mel;3;far_side;0,36;1;0,36;to_hand_include;stationary;202;52;4;80;8;0;122;44;4
BD22-083;barred;26.10.2022;14:09:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-067;BD22-068;24.10.2022;NA;Solarte_B;10;3;BD22-084;barred_barred;7,21;1862,64;3,44923;1;540,049;0;-891,818;906,703;E:\test_videos\OFT\vids_cut\083_OFT.mov-cut.mov;258,3411928;0,478395284;Mel;4;close_side;0,52;2;0,26;to_hand_include;stationary;202;52;4;80;8;0;122;44;4
BD22-084;barred;26.10.2022;14:13:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;3;BD22-083;barred_barred;7,75;1076,39;1,99326;1;540,049;0;-892,359;928,363;E:\test_videos\OFT\vids_cut\084_OFT.MP4-cut.mov;138,8890323;0,257194839;Marco;1;close_side;0,5;2;0,25;to_hand_include;stationary;168;270;36;114;88;6;54;182;30
BD22-084;barred;26.10.2022;14:13:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;3;BD22-083;barred_barred;7,75;1076,39;1,99326;1;540,049;0;-892,359;928,363;E:\test_videos\OFT\vids_cut\084_OFT.MP4-cut.mov;138,8890323;0,257194839;Marco;2;far_side;1;3;0,333333333;to_hand_include;stationary;168;270;36;114;88;6;54;182;30
BD22-084;barred;26.10.2022;14:13:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;3;BD22-083;barred_barred;7,75;1076,39;1,99326;1;540,049;0;-892,359;928,363;E:\test_videos\OFT\vids_cut\084_OFT.MP4-cut.mov;138,8890323;0,257194839;Marco;3;close_side;1;3;0,333333333;to_hand_include;stationary;168;270;36;114;88;6;54;182;30
BD22-084;barred;26.10.2022;14:13:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;3;BD22-083;barred_barred;7,75;1076,39;1,99326;1;540,049;0;-892,359;928,363;E:\test_videos\OFT\vids_cut\084_OFT.MP4-cut.mov;138,8890323;0,257194839;Marco;4;close_side;0,8;2;0,4;to_hand_include;stationary;168;270;36;114;88;6;54;182;30
BD22-085;black;26.10.2022;11:37:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-086;black_black;6,63;3583,14;6,63511;1;540,061;0;-1411,06;1084,8;E:\test_videos\OFT\vids_cut\085_OFT.mov-cut.mov;540,4434389;1,000770739;Mel;1;middle;0,92;4;0,23;to_hand_include;stationary;290;158;8;110;110;8;180;48;0
BD22-085;black;26.10.2022;11:37:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-086;black_black;6,63;3583,14;6,63511;1;540,061;0;-1411,06;1084,8;E:\test_videos\OFT\vids_cut\085_OFT.mov-cut.mov;540,4434389;1,000770739;Mel;2;far_side;0,56;2;0,28;to_hand_include;stationary;290;158;8;110;110;8;180;48;0
BD22-085;black;26.10.2022;11:37:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-086;black_black;6,63;3583,14;6,63511;1;540,061;0;-1411,06;1084,8;E:\test_videos\OFT\vids_cut\085_OFT.mov-cut.mov;540,4434389;1,000770739;Mel;3;close_side;1,04;2;0,52;to_hand_include;stationary;290;158;8;110;110;8;180;48;0
BD22-085;black;26.10.2022;11:37:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-086;black_black;6,63;3583,14;6,63511;1;540,061;0;-1411,06;1084,8;E:\test_videos\OFT\vids_cut\085_OFT.mov-cut.mov;540,4434389;1,000770739;Mel;4;middle;0,72;2;0,36;to_hand_include;stationary;290;158;8;110;110;8;180;48;0
BD22-086;black;26.10.2022;11:41:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-085;black_black;6,73;104,833;0,19413;1;540,048;0;-607,582;607,582;E:\test_videos\OFT\vids_cut\086_OFT.MP4-cut.mov;15,5769688;0,028845468;Marco;3;close_side;0,2;1;0,2;to_curtain_exclude;stationary;196;210;22;156;42;0;40;168;22
BD22-086;black;26.10.2022;11:41:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-085;black_black;6,73;104,833;0,19413;1;540,048;0;-607,582;607,582;E:\test_videos\OFT\vids_cut\086_OFT.MP4-cut.mov;15,5769688;0,028845468;Marco;1;close_side;0,2;1;0,2;to_hand_include;stationary;196;210;22;156;42;0;40;168;22
BD22-086;black;26.10.2022;11:41:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-085;black_black;6,73;104,833;0,19413;1;540,048;0;-607,582;607,582;E:\test_videos\OFT\vids_cut\086_OFT.MP4-cut.mov;15,5769688;0,028845468;Marco;2;middle;0,3;1;0,3;to_hand_include;stationary;196;210;22;156;42;0;40;168;22
BD22-086;black;26.10.2022;11:41:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;4;BD22-085;black_black;6,73;104,833;0,19413;1;540,048;0;-607,582;607,582;E:\test_videos\OFT\vids_cut\086_OFT.MP4-cut.mov;15,5769688;0,028845468;Marco;4;middle;0,3;1;0,3;to_hand_include;stationary;196;210;22;156;42;0;40;168;22
BD22-087;barred;26.10.2022;15:40:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-088;black_barred;7,24;1297,71;2,4031;1;540,049;0;-901,283;928,799;E:\test_videos\OFT\vids_cut\087_OFT.mov-cut.mov;179,2417127;0,33191989;Marco;1;middle;0,4;2;0,2;to_hand_include;stationary;150;218;22;84;114;0;66;104;22
BD22-087;barred;26.10.2022;15:40:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-088;black_barred;7,24;1297,71;2,4031;1;540,049;0;-901,283;928,799;E:\test_videos\OFT\vids_cut\087_OFT.mov-cut.mov;179,2417127;0,33191989;Marco;2;far_side;1,1;3;0,366666667;to_hand_include;stationary;150;218;22;84;114;0;66;104;22
BD22-087;barred;26.10.2022;15:40:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-088;black_barred;7,24;1297,71;2,4031;1;540,049;0;-901,283;928,799;E:\test_videos\OFT\vids_cut\087_OFT.mov-cut.mov;179,2417127;0,33191989;Marco;3;far_side;0,4;2;0,2;to_hand_include;stationary;150;218;22;84;114;0;66;104;22
BD22-087;barred;26.10.2022;15:40:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-088;black_barred;7,24;1297,71;2,4031;1;540,049;0;-901,283;928,799;E:\test_videos\OFT\vids_cut\087_OFT.mov-cut.mov;179,2417127;0,33191989;Marco;4;far_side;0,4;1;0,4;to_hand_include;stationary;150;218;22;84;114;0;66;104;22
BD22-088;black;26.10.2022;15:43:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-087;black_barred;7,09;83,2948;0,154242;1;540,061;0;-616,772;616,772;E:\test_videos\OFT\vids_cut\088_OFT.MP4-cut.mov;11,74820874;0,021754866;Mel;1;close_side;0,64;2;0,32;to_hand_include;stationary;54;42;32;54;42;32;0;0;0
BD22-088;black;26.10.2022;15:43:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-087;black_barred;7,09;83,2948;0,154242;1;540,061;0;-616,772;616,772;E:\test_videos\OFT\vids_cut\088_OFT.MP4-cut.mov;11,74820874;0,021754866;Mel;2;far_side;0,48;2;0,24;to_hand_include;stationary;54;42;32;54;42;32;0;0;0
BD22-088;black;26.10.2022;15:43:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-087;black_barred;7,09;83,2948;0,154242;1;540,061;0;-616,772;616,772;E:\test_videos\OFT\vids_cut\088_OFT.MP4-cut.mov;11,74820874;0,021754866;Mel;3;far_side;0,52;2;0,26;to_hand_include;stationary;54;42;32;54;42;32;0;0;0
BD22-088;black;26.10.2022;15:43:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;31.10.2022;Solarte_B;10;5;BD22-087;black_barred;7,09;83,2948;0,154242;1;540,061;0;-616,772;616,772;E:\test_videos\OFT\vids_cut\088_OFT.MP4-cut.mov;11,74820874;0,021754866;Mel;4;middle;0,72;2;0,36;to_hand_include;stationary;54;42;32;54;42;32;0;0;0
BD22-089;barred;26.10.2022;14:53:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-090;black_barred;6,24;347,592;0,643666;1;540,052;0;-1544,42;1544,42;E:\test_videos\OFT\vids_cut\089_OFT.mov-cut.mov;55,70384615;0,103151603;Mel;1;middle;0,76;3;0,253333333;to_hand_include;stationary;66;76;12;32;46;6;34;30;6
BD22-089;barred;26.10.2022;14:53:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-090;black_barred;6,24;347,592;0,643666;1;540,052;0;-1544,42;1544,42;E:\test_videos\OFT\vids_cut\089_OFT.mov-cut.mov;55,70384615;0,103151603;Mel;2;close_side;1,4;5;0,28;to_hand_include;stationary;66;76;12;32;46;6;34;30;6
BD22-089;barred;26.10.2022;14:53:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-090;black_barred;6,24;347,592;0,643666;1;540,052;0;-1544,42;1544,42;E:\test_videos\OFT\vids_cut\089_OFT.mov-cut.mov;55,70384615;0,103151603;Mel;3;close_side;0,56;2;0,28;to_hand_include;stationary;66;76;12;32;46;6;34;30;6
BD22-089;barred;26.10.2022;14:53:00;OFT_ESC_SOC;left_box;0A4F;1800;1;JG;BD22-065;BD22-058;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-090;black_barred;6,24;347,592;0,643666;1;540,052;0;-1544,42;1544,42;E:\test_videos\OFT\vids_cut\089_OFT.mov-cut.mov;55,70384615;0,103151603;Mel;4;close_side;0,8;3;0,266666667;to_hand_include;stationary;66;76;12;32;46;6;34;30;6
BD22-090;black;26.10.2022;14:57:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-089;black_barred;5,6;2528,13;4,68149;1;540,061;0;-893,163;1030,84;E:\test_videos\OFT\vids_cut\090_OFT.MP4-cut.mov;451,4517857;0,835980357;Jakob;1;close_side;0,67;2;0,335;to_hand_include;stationary;128;266;6;70;56;0;58;210;6
BD22-090;black;26.10.2022;14:57:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-089;black_barred;5,6;2528,13;4,68149;1;540,061;0;-893,163;1030,84;E:\test_videos\OFT\vids_cut\090_OFT.MP4-cut.mov;451,4517857;0,835980357;Jakob;2;far_side;0,37;1;0,37;to_hand_include;stationary;128;266;6;70;56;0;58;210;6
BD22-090;black;26.10.2022;14:57:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-089;black_barred;5,6;2528,13;4,68149;1;540,061;0;-893,163;1030,84;E:\test_videos\OFT\vids_cut\090_OFT.MP4-cut.mov;451,4517857;0,835980357;Jakob;3;middle;0,83;2;0,415;to_hand_include;stationary;128;266;6;70;56;0;58;210;6
BD22-090;black;26.10.2022;14:57:00;OFT_ESC_SOC;right_box;7607;1800;1;JG;BD22-067;BD22-068;24.10.2022;27.10.2022;Solarte_B;10;7;BD22-089;black_barred;5,6;2528,13;4,68149;1;540,061;0;-893,163;1030,84;E:\test_videos\OFT\vids_cut\090_OFT.MP4-cut.mov;451,4517857;0,835980357;Jakob;4;far_side;0,73;2;0,365;to_hand_include;stationary;128;266;6;70;56;0;58;210;6
BD22-091;black;26.10.2022;14:35:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-092;black_black;7,28;138,574;0,256612;1;540,049;0;-793,26;879,31;E:\test_videos\OFT\vids_cut\r_aligned\091_OFT.MP4-cut.mov;19,03489011;0,035248901;Mel;1;close_side;1,04;3;0,346666667;to_hand_include;stationary;156;262;110;68;104;82;88;158;28
BD22-091;black;26.10.2022;14:35:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-092;black_black;7,28;138,574;0,256612;1;540,049;0;-793,26;879,31;E:\test_videos\OFT\vids_cut\r_aligned\091_OFT.MP4-cut.mov;19,03489011;0,035248901;Mel;2;far_side;0,56;3;0,186666667;to_hand_include;stationary;156;262;110;68;104;82;88;158;28
BD22-091;black;26.10.2022;14:35:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-092;black_black;7,28;138,574;0,256612;1;540,049;0;-793,26;879,31;E:\test_videos\OFT\vids_cut\r_aligned\091_OFT.MP4-cut.mov;19,03489011;0,035248901;Mel;3;close_side;1,08;3;0,36;to_hand_include;stationary;156;262;110;68;104;82;88;158;28
BD22-091;black;26.10.2022;14:35:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-092;black_black;7,28;138,574;0,256612;1;540,049;0;-793,26;879,31;E:\test_videos\OFT\vids_cut\r_aligned\091_OFT.MP4-cut.mov;19,03489011;0,035248901;Mel;4;far_side;0,36;2;0,18;to_hand_include;stationary;156;262;110;68;104;82;88;158;28
BD22-092;black;26.10.2022;14:37:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-091;black_black;7,18;509,611;0,943697;1;540,049;0;-891,303;930,504;E:\test_videos\OFT\vids_cut\l_algned\092_OFT.MP4-cut.mov;70,9764624;0,131434123;Jakob;2;middle;3,4;5;0,68;to_curtain_exclude;stationary;50;232;18;50;226;18;0;6;0
BD22-092;black;26.10.2022;14:37:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-091;black_black;7,18;509,611;0,943697;1;540,049;0;-891,303;930,504;E:\test_videos\OFT\vids_cut\l_algned\092_OFT.MP4-cut.mov;70,9764624;0,131434123;Jakob;1;far_side;1,23;3;0,41;to_hand_include;stationary;50;232;18;50;226;18;0;6;0
BD22-092;black;26.10.2022;14:37:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-091;black_black;7,18;509,611;0,943697;1;540,049;0;-891,303;930,504;E:\test_videos\OFT\vids_cut\l_algned\092_OFT.MP4-cut.mov;70,9764624;0,131434123;Jakob;3;close_side;1;3;0,333333333;to_hand_include;stationary;50;232;18;50;226;18;0;6;0
BD22-092;black;26.10.2022;14:37:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;1;BD22-091;black_black;7,18;509,611;0,943697;1;540,049;0;-891,303;930,504;E:\test_videos\OFT\vids_cut\l_algned\092_OFT.MP4-cut.mov;70,9764624;0,131434123;Jakob;4;far_side;1,87;4;0,4675;to_hand_include;stationary;50;232;18;50;226;18;0;6;0
BD22-093;barred;29.10.2022;13:51:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-094;black_barred;6,99;1536,04;2,84445;1;540,049;0;-891,75;935,937;E:\test_videos\OFT\vids_cut\r_aligned\093_OFT.MP4-cut.mov;219,7482117;0,40693133;Jakob;1;middle;2,17;4;0,5425;to_hand_include;stationary;372;168;0;194;56;0;178;112;0
BD22-093;barred;29.10.2022;13:51:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-094;black_barred;6,99;1536,04;2,84445;1;540,049;0;-891,75;935,937;E:\test_videos\OFT\vids_cut\r_aligned\093_OFT.MP4-cut.mov;219,7482117;0,40693133;Jakob;2;far_side;0,5;2;0,25;to_hand_include;stationary;372;168;0;194;56;0;178;112;0
BD22-093;barred;29.10.2022;13:51:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-094;black_barred;6,99;1536,04;2,84445;1;540,049;0;-891,75;935,937;E:\test_videos\OFT\vids_cut\r_aligned\093_OFT.MP4-cut.mov;219,7482117;0,40693133;Jakob;3;far_side;0,43;2;0,215;to_hand_include;stationary;372;168;0;194;56;0;178;112;0
BD22-093;barred;29.10.2022;13:51:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-094;black_barred;6,99;1536,04;2,84445;1;540,049;0;-891,75;935,937;E:\test_videos\OFT\vids_cut\r_aligned\093_OFT.MP4-cut.mov;219,7482117;0,40693133;Jakob;4;middle;0,53;2;0,265;to_hand_include;stationary;372;168;0;194;56;0;178;112;0
BD22-094;black;29.10.2022;13:53:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-093;black_barred;7,5;1375,68;2,54749;1;540,049;0;-891,898;908,256;E:\test_videos\OFT\vids_cut\l_algned\094_OFT.MP4-cut.mov;183,424;0,339665333;Jakob;1;middle;0,73;3;0,243333333;to_hand_include;stationary;74;158;26;40;106;10;34;52;16
BD22-094;black;29.10.2022;13:53:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-093;black_barred;7,5;1375,68;2,54749;1;540,049;0;-891,898;908,256;E:\test_videos\OFT\vids_cut\l_algned\094_OFT.MP4-cut.mov;183,424;0,339665333;Jakob;2;far_side;0,77;3;0,256666667;to_hand_include;stationary;74;158;26;40;106;10;34;52;16
BD22-094;black;29.10.2022;13:53:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-093;black_barred;7,5;1375,68;2,54749;1;540,049;0;-891,898;908,256;E:\test_videos\OFT\vids_cut\l_algned\094_OFT.MP4-cut.mov;183,424;0,339665333;Jakob;3;close_side;0,83;2;0,415;to_hand_include;stationary;74;158;26;40;106;10;34;52;16
BD22-094;black;29.10.2022;13:53:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;31.10.2022;Lagoon_A;10;H2;BD22-093;black_barred;7,5;1375,68;2,54749;1;540,049;0;-891,898;908,256;E:\test_videos\OFT\vids_cut\l_algned\094_OFT.MP4-cut.mov;183,424;0,339665333;Jakob;4;middle;0,67;2;0,335;to_hand_include;stationary;74;158;26;40;106;10;34;52;16
BD22-095;barred;29.10.2022;10:31:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;2;BD22-096;barred_barred;7,62;159,978;0,296246;1;540,049;0;-846,983;877,819;E:\test_videos\OFT\vids_cut\r_aligned\095_OFT.MP4-cut.mov;20,99448819;0,038877428;Jakob;1;middle;0,5;1;0,5;to_hand_include;stationary;64;52;0;50;0;0;14;52;0
BD22-095;barred;29.10.2022;10:31:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;2;BD22-096;barred_barred;7,62;159,978;0,296246;1;540,049;0;-846,983;877,819;E:\test_videos\OFT\vids_cut\r_aligned\095_OFT.MP4-cut.mov;20,99448819;0,038877428;Jakob;2;close_side;1,53;3;0,51;to_hand_include;stationary;64;52;0;50;0;0;14;52;0
BD22-095;barred;29.10.2022;10:31:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;2;BD22-096;barred_barred;7,62;159,978;0,296246;1;540,049;0;-846,983;877,819;E:\test_videos\OFT\vids_cut\r_aligned\095_OFT.MP4-cut.mov;20,99448819;0,038877428;Jakob;3;close_side;0,4;1;0,4;to_hand_include;stationary;64;52;0;50;0;0;14;52;0
BD22-095;barred;29.10.2022;10:31:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-088;27.10.2022;31.10.2022;Lagoon_A;10;2;BD22-096;barred_barred;7,62;159,978;0,296246;1;540,049;0;-846,983;877,819;E:\test_videos\OFT\vids_cut\r_aligned\095_OFT.MP4-cut.mov;20,99448819;0,038877428;Jakob;4;close_side;1,67;2;0,835;to_hand_include;stationary;64;52;0;50;0;0;14;52;0
BD22-096;barred;29.10.2022;10:33:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;2;BD22-095;barred_barred;7,38;4347,91;8,05145;1;540,049;0;-896,386;976,497;E:\test_videos\OFT\vids_cut\l_algned\096_OFT.MP4-cut.mov;589,1476965;1,090982385;Jakob;1;close_side;0,5;2;0,25;to_hand_include;stationary;204;192;64;82;108;46;122;84;18
BD22-096;barred;29.10.2022;10:33:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;2;BD22-095;barred_barred;7,38;4347,91;8,05145;1;540,049;0;-896,386;976,497;E:\test_videos\OFT\vids_cut\l_algned\096_OFT.MP4-cut.mov;589,1476965;1,090982385;Jakob;2;far_side;0,73;2;0,365;to_hand_include;stationary;204;192;64;82;108;46;122;84;18
BD22-096;barred;29.10.2022;10:33:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;2;BD22-095;barred_barred;7,38;4347,91;8,05145;1;540,049;0;-896,386;976,497;E:\test_videos\OFT\vids_cut\l_algned\096_OFT.MP4-cut.mov;589,1476965;1,090982385;Jakob;3;far_side;0,6;2;0,3;to_hand_include;stationary;204;192;64;82;108;46;122;84;18
BD22-096;barred;29.10.2022;10:33:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;2;BD22-095;barred_barred;7,38;4347,91;8,05145;1;540,049;0;-896,386;976,497;E:\test_videos\OFT\vids_cut\l_algned\096_OFT.MP4-cut.mov;589,1476965;1,090982385;Jakob;4;middle;0,6;2;0,3;to_hand_include;stationary;204;192;64;82;108;46;122;84;18
BD22-097;black;29.10.2022;15:26:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-098;black_black;7,32;2826,43;5,23397;1;540,049;0;-901,325;941,399;E:\test_videos\OFT\vids_cut\r_aligned\097_OFT.MP4-cut.mov;386,1243169;0,715023224;Marco;1;far_side;1,9;4;0,475;to_hand_include;stationary;250;234;0;230;130;0;20;104;0
BD22-097;black;29.10.2022;15:26:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-098;black_black;7,32;2826,43;5,23397;1;540,049;0;-901,325;941,399;E:\test_videos\OFT\vids_cut\r_aligned\097_OFT.MP4-cut.mov;386,1243169;0,715023224;Marco;2;close_side;0,9;3;0,3;to_hand_include;stationary;250;234;0;230;130;0;20;104;0
BD22-097;black;29.10.2022;15:26:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-098;black_black;7,32;2826,43;5,23397;1;540,049;0;-901,325;941,399;E:\test_videos\OFT\vids_cut\r_aligned\097_OFT.MP4-cut.mov;386,1243169;0,715023224;Marco;3;middle;0,8;2;0,4;to_hand_include;stationary;250;234;0;230;130;0;20;104;0
BD22-097;black;29.10.2022;15:26:00;OFT_ESC_SOC;left_box;7607;1800;1;MH;BD22-083;BD22-103;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-098;black_black;7,32;2826,43;5,23397;1;540,049;0;-901,325;941,399;E:\test_videos\OFT\vids_cut\r_aligned\097_OFT.MP4-cut.mov;386,1243169;0,715023224;Marco;4;close_side;1,5;3;0,5;to_hand_include;stationary;250;234;0;230;130;0;20;104;0
BD22-098;black;29.10.2022;15:28:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-097;black_black;7,03;942,838;1,74593;1;540,052;0;-893,533;914,466;E:\test_videos\OFT\vids_cut\l_algned\098_OFT.MP4-cut.mov;134,1163585;0,248354196;Mel;1;middle;1,4;3;0,466666667;to_hand_include;stationary;88;54;12;80;44;8;8;10;4
BD22-098;black;29.10.2022;15:28:00;OFT_ESC_SOC;right_box;0A4F;1800;1;MH;BD22-087;BD22-081;27.10.2022;03.11.2022;Lagoon_A;10;3;BD22-097;black_black;7,03;942,838;1,74593;1;540,052;0;-893,533;914,466;E:\test_videos\OFT\vids_cut\l_algned\098_OFT.MP4-cut.mov;134,1163585;0,248354196;Mel;2;close_side;2,28;3;0,76;to_hand_include;stationary;88;54;12;80;44;8;8;10;4
